"EventID","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"4798","DESKTOP-2E8SKHK","System.Byte[]","10620","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-504
	Account Name:		WDAGUtilityAccount
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 12:03:49 PM","11/24/2023 12:03:49 PM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10619","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-501
	Account Name:		Guest
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 12:03:49 PM","11/24/2023 12:03:49 PM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10618","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-503
	Account Name:		DefaultAccount
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 12:03:49 PM","11/24/2023 12:03:49 PM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10617","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 12:03:49 PM","11/24/2023 12:03:49 PM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10616","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-500
	Account Name:		Administrator
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 12:03:49 PM","11/24/2023 12:03:49 PM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10615","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-504
	Account Name:		WDAGUtilityAccount
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 12:01:02 PM","11/24/2023 12:01:02 PM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10614","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-501
	Account Name:		Guest
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 12:01:02 PM","11/24/2023 12:01:02 PM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10613","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-503
	Account Name:		DefaultAccount
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 12:01:02 PM","11/24/2023 12:01:02 PM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10612","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 12:01:02 PM","11/24/2023 12:01:02 PM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10611","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-500
	Account Name:		Administrator
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 12:01:02 PM","11/24/2023 12:01:02 PM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10610","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-504
	Account Name:		WDAGUtilityAccount
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 11:56:19 AM","11/24/2023 11:56:19 AM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10609","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-501
	Account Name:		Guest
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 11:56:19 AM","11/24/2023 11:56:19 AM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10608","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-503
	Account Name:		DefaultAccount
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 11:56:19 AM","11/24/2023 11:56:19 AM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10607","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 11:56:19 AM","11/24/2023 11:56:19 AM",,,
"4798","DESKTOP-2E8SKHK","System.Byte[]","10606","(13824)","13824","SuccessAudit","A user's local group membership was enumerated.

Subject:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-1002
	Account Name:		champuser
	Account Domain:		DESKTOP-2E8SKHK
	Logon ID:		0x34c51

User:
	Security ID:		S-1-5-21-2529540908-2362371235-1068731176-500
	Account Name:		Administrator
	Account Domain:		DESKTOP-2E8SKHK

Process Information:
	Process ID:		0xcdc
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe","Microsoft-Windows-Security-Auditing","System.String[]","4798","11/24/2023 11:56:19 AM","11/24/2023 11:56:19 AM",,,
"4672","DESKTOP-2E8SKHK","System.Byte[]","10605","(12548)","12548","SuccessAudit","Special privileges assigned to new logon.

Subject:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3e7

Privileges:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege","Microsoft-Windows-Security-Auditing","System.String[]","4672","11/24/2023 11:41:24 AM","11/24/2023 11:41:24 AM",,,
